Id,Title,Body,Tags,Score,ViewCount,CreationDate
"4046177","Refactor the namespaces in a SOLUTION","<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""http://stackoverflow.com/questions/4809197/whats-the-best-way-to-do-a-bulk-namespace-rename-on-a-large-c-sharp-application"">What&#39;s the best way to do a bulk namespace rename on a large c# application?</a>  </p>
</blockquote>



<p>I am changing the Default Namespace for my projects in the solution.
I can use Resharper for example to adjust the namespaces for me in ONE project.
but I am looking for some tool that can adjust the namespaces in the whole SOLUTION.
I am using VS2008 pro.  is there a refacotring tool that can adjust the namespaces in the all projects of my solution? ( it is about 60 projects in the solution! pain!)</p>
","<refactoring><namespaces>","0","234","2010-10-28 18:46:44"
"4046222","Name for factoring out repeated code into separate function","<p>I'm trying to find research/advice on a particular code refactoring pattern, but I'm finding it hard to locate, since I'm not sure whether there's a good name for it.  It's very similar to factoring out repeated code, except the code wasn't repeated in the first place: it was just stashed away in a conditional branch of a larger function, accessible via a parameter of that function.</p>

<p>In pseudocode, the before:</p>

<pre><code>function frobnicate(id, check_only = false) {
    if id cannot be frobnicated
        return false
    if check_only
        return true
    // frobnicate id
    return true
}

// example calls:
okay_to_frobnicate = frobnicate(id, true)
frobnicate_success = frobnicate(id)
</code></pre>

<p>After:</p>

<pre><code>function can_be_frobnicated(id) {
    if id cannot be frobnicated
        return false
    else
        return true
}

function frobnicate(id) {
    if not can_be_frobnicated(id)
        return false
    // frobnicate id
    return true
}

// example calls:
okay_to_frobnicate = can_be_frobnicated(id)
frobnicate_success = frobnicate(id)
</code></pre>

<p><strong>Edit</strong>: added example calls.  Wasn't clear that the removed parameter was part of the refactoring.</p>
","<design><design-patterns><language-agnostic><refactoring><code-smell>","0","105","2010-10-28 18:52:57"
"4046468","good refactoring or bad?","<p>Given the following code:</p>

<pre><code>    status = row[COL_STATUS]

    if status == ""idle"":
        row[COL_EDITABLE] = True
        row[COL_FONTSTYLE] = pango.STYLE_NORMAL
        row[COL_WEIGHT] = pango.WEIGHT_NORMAL
    elif status == ""DCed"":
        row[COL_EDITABLE] = True
        row[COL_FONTSTYLE] = pango.STYLE_ITALIC
        row[COL_WEIGHT] = pango.WEIGHT_NORMAL
    else:
        row[COL_EDITABLE] = False
        row[COL_FONTSTYLE] = pango.STYLE_NORMAL
        row[COL_WEIGHT] = pango.WEIGHT_BOLD
</code></pre>

<p>Would the following be a net beneficial refactoring, in your opinion?</p>

<pre><code>    d = {""idle"": (True,  pango.STYLE_NORMAL, pango.WEIGHT_NORMAL),
         ""DCed"": (True,  pango.STYLE_ITALIC, pango.WEIGHT_NORMAL),
         None:   (False, pango.STYLE_NORMAL, pango.WEIGHT_BOLD)}
    e,f,w = d.get(status, d[None])
    row[COL_EDITABLE] = e
    row[COL_FONTSTYLE] = f
    row[COL_WEIGHT] = w
</code></pre>

<p>What if there were more cases or more row components to edit?</p>
","<python><coding-style><refactoring>","0","128","2010-10-28 19:25:25"
"4051810","Example of Delphi refactoring involving data aware controls and datamodules with direct access to db tables","<p>I am trying to define the best way to refactor the project I am working on.</p>

<p>Due to lack of good design almost all project is made up of:</p>

<p>1) forms containing business logic</p>

<p>2) huge datamodules (1 per form + some extra ones)</p>

<p>3) some units that contain common code (libraries)</p>

<p>There is no OOP (except for some small areas), code reuse it is at a minimum level.</p>

<p>One problem is also that dataaware controls are used, so it was very simple to drop many datasets+datasources on the datamodules and link directly to the DB in an highly coupled manner. </p>

<p>Ideally i would like to extract classes, like TCustomer, TEmployee, to get advantage os encapsulation and to make it possible to create new UI in the future without duplicating all code.</p>

<p>Anyway my question is: how do I can keep dealing with dataaware controls? Should I implement a function that returns a dataset, and I link the dataawarecomponent.datasource to the function result?</p>

<pre><code>function TCustomer.LoadByID(aCustomerID: integer): TDataset
</code></pre>

<p>?</p>
","<delphi><refactoring><datamodule><data-aware>","6","358","2010-10-29 12:24:40"
"4053749","I have a method in program.cs that I want to transfer to its own class","<p>How can I transfer pigTalk() into its own class?</p>

<pre><code>using System;
using System.Collections.Generic;
using System.Linq;
using System.Text;

namespace FunctionTest
{
    public class Program
    {
        public static void pigTalk(string sentence)
        {
            try
            {
                while (sentence != ""exit"")
                {
                    string firstLetter;
                    string afterFirst;
                    string pigLatinOut = """";
                    int x;
                    string vowel = ""AEIOUaeiou"";

                    string[] pieces = sentence.Split();

                    foreach (string piece in pieces)
                    {
                        afterFirst = piece.Substring(1);
                        firstLetter = piece.Substring(0, 1);
                        x = vowel.IndexOf(firstLetter);

                        if (x == -1)
                        {
                            pigLatinOut = (afterFirst + firstLetter + ""ay "");
                        }
                        else
                        {
                            pigLatinOut = (firstLetter + afterFirst + ""way "");
                        }
                        Console.Write(pigLatinOut);
                    }
                }
            }
            catch (Exception e)
            {
                Console.WriteLine(e.ToString());
            }
        }

        public static void Main(string[] args)
        {
            Console.WriteLine(""Enter a sentence to convert into PigLatin"");
            string sentence = """";

            sentence = Console.ReadLine();

            pigTalk(sentence);
        }
    }
}
</code></pre>
","<c#><class><methods><refactoring>","0","346","2010-10-29 16:11:07"
"4054972","Refactor: Multiple params in find query","<p>Need some help refactoring this if/else block that builds the conditions for a find query.</p>

<pre><code>if params[:status] &amp;&amp; params[:carrier]
  conditions = [""actual_delivery IS NOT NULL AND actual_delivery &gt; scheduled_delivery AND status_id = ? AND carrier_id = ?"", status.id, carrier.id]
elsif params[:status]
  conditions = [""actual_delivery IS NOT NULL AND actual_delivery &gt; scheduled_delivery AND status_id = ?"", status.id]
elsif params[:carrier]
  conditions = [""actual_delivery IS NOT NULL AND actual_delivery &gt; scheduled_delivery AND carrier_id = ?"", carrier.id]
else
  conditions = [""actual_delivery IS NOT NULL AND actual_delivery &gt; scheduled_delivery""]
end

@packages = Package.find(:all, :conditions =&gt; conditions)
</code></pre>
","<ruby-on-rails><refactoring>","1","180","2010-10-29 18:56:30"
"4059702","Java - Enum with array field","<p>I want to store a list names and individual nicknames for each name as an Enum in Java. The number of nicknames will not vary. The purpose is to be able to get a full name from a nickname. Currently I have implemented this like so:</p>

<pre><code>public enum Names {

    ELIZABETH(new String[] {""Liz"",""Bet""}),    
    ...
    ;

    private String[] nicknames;

    private Names(String[] nicknames)
    {
        this.nicknames = nicknames
    }


    public Names getNameFromNickname(String nickname) {
       //Obvious how this works
    }
}
</code></pre>

<p>I quite dislike having to repeat <code>new String[] {...}</code>, so I wondered if anyone could suggest an alternative, more concise, method of implementing this?</p>

<p>Cheers,</p>

<p>Pete</p>
","<java><arrays><refactoring><enums><constants>","1","668","2010-10-30 16:57:21"
"4063828","How to mark and remove unwanted code (methods, properties) from a .net (C#) project","<p>I have received a legacy .Net c# solution with many class library projects to review, re-factor and reuse. This solution is not used anywhere and lying in the code junkyard. The solution is compiling properly though.</p>

<p>There are 4 primary methods, that is needed from the main class library. I just want to retain all the subsequent classes, methods, properties used by these 4 methods from all the other projects in the solution and strip off all the other codes which is junk for me. Currently, i am going by manual tracing from these 4 main methods in Visual Studio 2010's ""Call Hierarchy"" feature.</p>

<p>Is there a automated process to quickly identify the related codes to my main methods and extract it to brand new shiny solution (which hopefully builds successfully) so that i just have to see the relevant code devoid of other codes that is not needed by my four main methods.</p>

<p>Thanks.</p>
","<c#><refactoring>","1","157","2010-10-31 16:00:23"
"4067795","What are the most frequent steps an Objective-C programmer will go through to refactor his code?","<p>Are there frequent processes which the programmer will go through? Or does everyone have different coding habits?</p>
","<objective-c><refactoring>","1","48","2010-11-01 09:35:24"
"4067960","How to create a method parameter object with ReSharper in a few second?","<p>Is it possible to select all the parameters of a method and ask ReSharper to create a class from those parameters as a ""method parameter object?""</p>

<p>Thanks</p>
","<.net><design-patterns><refactoring><resharper>","5","160","2010-11-01 10:05:48"
"4057791","PHP Refactoring Tool","<p>Is there any PHP refactoring tool that would transform a huge noodle code to a proper function based one?</p>
","<php><refactoring>","3","229","2010-10-30 07:52:22"
"4077980","How can I change access modifiers of more than one method in one shot by using ReSharper?","<p>Is there a short-cut in ReSharper to change more than one method's access-modifiers from something to something else? </p>

<p>Let's say I will choose methods: </p>

<pre><code>public void Method_1(){...}
private void Method_2(){...}
private void Method_3(){...}
public void Method_4(){...}
</code></pre>

<p>And by using ReSharper I will change the acess-modifiers of them to internal.</p>

<p>Is this possible?</p>
","<.net><refactoring><resharper><access-modifiers><renaming>","0","141","2010-11-02 13:14:12"
